,text,labels
18,"This month , the mission pledged to step up its operations .",O O O O O O O O O O O O
19,Officials in Kuala Lumpur say Japan 's embassy was evacuated after receiving a package containing a liquid substance .,O O B-geo I-geo O B-geo O O O O O O O O O O O O O
20,"An armistice was signed in 1953 , splitting the peninsula along a demilitarized zone at about the 38th parallel .",O O O O O B-tim O O O O O O O O O O O B-tim I-tim O
21,"Tehran conducts war games several times a year , often showcasing new military systems .",B-org O O O O O O O O O O O O O O
22,"Palestinian President Mahmoud Abbas arrives in Washington later this week , at the invitation of President Bush .",B-gpe B-per I-per I-per O O B-geo B-tim O O O O O O O B-per I-per O
23,Turkish police have detained at least 50 suspected al-Qaida-linked militants in raids across nine provinces .,B-gpe O O O O O O O O O O O O O O O
24,"The fact-finding trip comes at a time when the Security Council is preparing to vote on extending the mandate of the U.N. peacekeeping force in the country , which expires at the end of May .",O O O O O O O O O B-org I-org O O O O O O O O O O B-org O O O O O O O O O O B-tim I-tim I-tim O
25,"The Los Angeles Times is reporting that the Bush Administration has forged a strong intelligence partnership with Sudan , and the African nation has become an ally in the U.S.-led war on terror .",O B-art I-art I-art O O O O B-org I-org O O O O O O O B-org O O O B-gpe O O O O O O O O O O O O
26,"Over the next several years , thousands of Tutsis were killed , and some 1,50,000 driven into exile in neighboring countries .",O O O B-tim O O O O B-org O O O O O O O O O O O O O
27,"When they had admitted him into the cote , they found that he made more havoc and slew a larger number of them in one day than the Kite could pounce upon in a whole year .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28,"Seismologists say a strong earthquake has struck off the coast of the South Pacific island nation , Vanuatu .",O O O O O O O O O O O O B-geo I-geo O O O B-geo O
29,"Former U.S. President Bill Clinton will lead U.N. efforts to promote reconstruction in South Asian countries hit by December 's tsunami , but will not play a role in ending conflicts in Indonesia and Sri Lanka .",O B-org B-per I-per I-per O O B-geo O O O O O B-geo I-geo O O O B-tim O O O O O O O O O O O O O B-geo O B-geo I-geo O
30,"Meanwhile , police say an American journalist has been kidnapped and her translator killed in Baghdad .",O O O O O B-gpe O O O O O O O O O B-geo O
31,"Reacting to the criticism , Togo 's parliament amended the constitution on Sunday to allow Mr. Gnassingbe to serve out his father 's , Gnassingbe Eyadema 's term ending in 2008 .",O O O O O B-geo O O O O O O B-tim O O B-per B-geo O O O O O O O B-org I-org O O O O B-tim O
32,It now goes to the Kremlin to become law with Mr. Putin 's signature .,O O O O O B-org O O O O B-per B-org O O O
33,Weather forecasters say heavy rains and winds will continue for at least through Wednesday .,O O O O O O O O O O O O O B-tim O
34,Officials say the detainees were freed after a board found they were no longer a security threat .,O O O O O O O O O O O O O O O O O O
35,""" If you will spare my life , I will do as much for you some day . """,O O O O O O O O O O O O O O O O O O O
36,"However , intermittent fighting between Senegalese-backed government troops and a military junta destroyed much of the country 's infrastructure and caused widespread damage to the economy in 1998 ; the civil war led to a 28 % drop in GDP that year , with partial recovery in 1999 - 2002 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-tim O O O O O O O O O O O O B-tim O O O O O O B-tim I-tim I-tim O
37,"Sudan is expelling the country directors for two foreign aid groups , accusing them of violating a ban on engaging in political activities .",B-gpe O O O O O O O O O O O O O O O O O O O O O O O
38,"Unlike Pakistan 's president , Mr. Singh did not speak directly about the Kashmir issue during his speech at the summit Friday .",B-org I-org O O O B-per I-per O O O O O O O O O O O O O O B-tim O
39,"The embassy says the threat may exist in places where Americans congregate such as clubs , restaurants , schools or outdoor recreation events .",O O O O O O O O O O B-gpe O O O O O O O O O O O O O
40,Authorities say their year-long investigation involves 80 bank accounts and 170 customers .,O O O O O O O O O O O O O
41,The Hague tribunal indicted General Mladic on genocide and other charges for attacks against civilians during the 1990 's conflict in Bosnia-Herzegovina .,O B-org O O B-org I-org O O O O O O O O O O O B-tim O O O B-geo O
42,Analysts say many investors fear the U.S. economy is close to a recession if not already in one .,O O O O O O B-geo O O O O O O O O O O O O
43,White House Press Secretary Robert Gibbs told reporters Monday aboard Air Force One that the decision will be made within days and not weeks .,B-org I-org I-org O B-per I-per O O B-tim O B-org I-org O O O O O O O O O O O O O
44,Thursday 's assault case is the latest in charges of violence by U.S. servicemen against Iraqi civilians .,B-tim O O O O O O O O O O O B-geo O O B-gpe O O
45,Officials Saturday said at least 11 soldiers were killed and 53 others were wounded in the fighting on the Jaffna peninsula .,O B-tim O O O O O O O O O O O O O O O O O B-geo I-geo O
46,The independence vote is part of a 2005 peace deal between the north and the south that ended 21 years of civil war .,O O O O O O O O O O O O O O O O O O B-tim O O O O O
47,Authorities said the fire has burned 35 square kilometers and has damaged 80 homes in the area known for its large mansions and scenic ocean views .,O O O O O O O O O O O O O O O O O O O O O O O O O O O
48,Leftist former Mexico City Mayor Andres Manuel Lopez Obrador has kicked off his campaign for next year 's presidential election .,O O B-gpe I-gpe B-per I-per I-per I-per I-per O O O O O O O O O O O O
49,"Pope John Paul , in his traditional Christmas Day message , expressed concern at violence in the Middle East and Africa .",O B-per I-per O O O O B-tim I-tim O O O O O O O O B-geo I-geo O B-geo O
50,Officials in India say a blast on a packed train that killed at least 12 people and left dozens wounded was apparently caused by a bomb .,O O B-geo O O O O O O O O O O O O O O O O O O O O O O O O
51,It was the first overseas deployment of Japanese troops since World War II .,O O O O O O O B-gpe O O O O B-eve O
52,"The fighting over the past 11 months has killed thousands , and prompted hundreds of thousands more to flee the Somali capital .",O O O O B-tim I-tim O O O O O O O O O O O O O O B-gpe O O
53,It also says its forces are working closely with the Haitian government to broadcast public safety messages for survivors on FM frequencies of 92.4 mhz and 104.1 mhz and the AM radio frequency of 1030 khz .,O O O O O O O O O O B-gpe O O O O O O O O O B-org O O O O O O O O O B-org O O O O O O
54,He said there are reasons of national sensitivities for not making him available .,O O O O O O O O O O O O O O
55,Officials say poor visibility was a major factor in the crash .,O O O O O O O O O O O O
56,Officials say two suicide bombers blew themselves up in a crowd of former police commandos who were protesting a decision to disband their unit .,O O O O O O O O O O O O O O O O O O O O O O O O O
57,They have been confirmed safe .,O O O O O O
58,The kidnappers allowed Red Cross officials to speak with Gauthier Lefevre by telephone for the first time on Sunday .,O O O B-org I-org O O O O B-per I-per O O O O O O O B-tim O
59,"The National Council of Resistance of Iran ( NCRI ) says 14 tunnels house nuclear equipment , research workshops , and command centers across Iran .",O B-org I-org I-org I-org I-org B-geo O O O O O O O O O O O O O O O O O B-geo O
60,"The Shi'ites , who dominate parliament , want to establish an autonomous region in southern Iraq , modeled after the Kurdish north .",O O O O O O O O O O O O O O B-geo I-geo O O O O O O O
61,"North Korea has agreed to dismantle its nuclear activities in exchange for aid and energy , but has halted the process several times .",B-geo I-geo O O O O O O O O O O O O O O O O O O O O O O
62,"Ankara previously refused to recognize the Greek government of Cyprus , which joined the EU last May .",B-geo O O O O O B-gpe O O B-org O O O O B-org O B-tim O
63,Authorities say many of the victims are homeless people who died as a result of exposure to the brutal winter elements .,O O O O O O O O O O O O O O O O O O O O O O
64,"However , allegations of electoral fraud during local elections in 2002 - 3 and the presidential elections in 2005 exposed the weaknesses of formal political structures in Gabon .",O O O O O O O O O O B-tim O B-tim O O O O O B-tim O O O O O O O O B-geo O
65,"As he crossed , he looked down and saw his own shadow reflected in the water beneath .",O O O O O O O O O O O O O O O O O O
66,"A U.S. government report says the nation 's employers added 2,11,000 new jobs in March , dropping the unemployment rate slightly , to 4.7 percent .",O B-geo O O O O O O O O O O O O B-tim O O O O O O O O O O O
67,No human cases have been announced in the country .,O O O O O O O O O O
68,Attorney General Alberto Gonzales ' one-day trip was meant as a show of support for the Iraqi government .,O B-per I-per I-per O O O O O O O O O O O O B-gpe O O
69,"Remittances are the primary source of foreign exchange , equaling nearly 20 % of GDP and more than twice the earnings from exports .",O O O O O O O O O O O O O O O O O O O O O O O O
70,Mr. Chavez said on his weekly broadcast Sunday it would be a mistake at this time to try to quicken the pace of his plans to turn Venezuela into a socialist haven .,B-per I-per O O O O O B-tim O O O O O O B-tim I-tim O O O O O O O O O O O B-geo O O O O O
71,Mr. Ahnlund said that selection irreparably damaged the award 's reputation .,B-per I-per O O O O O O O O O O
72,"Earlier Thursday in the southern Gaza Strip , Palestinian medical officials said Israeli forces killed a Hamas militant during a military operation .",O B-tim O O O B-geo I-geo O B-gpe O O O B-gpe O O O B-org O O O O O O
73,"One person was killed and more than 20 others injured in the bomb blast late Friday , which took place on a residential street .",O O O O O O O O O O O O O O O B-tim O O O O O O O O O
74,"However , several residents of Musa Qala district have told reporters they believe almost all victims of the air strike were civilians .",O O O O O B-geo I-geo O O O O O O O O O O O O O O O O
75,They were among 170 politicians and business people arrested last year during an anti-graft sweep by Bangladesh 's military-backed caretaker government .,O O O O O O O O O O O O O O O O B-geo O O O O O
76,Insurgents have stepped up attacks across Iraq since Prime Minister Ibrahim al-Jaafari announced a partial cabinet last week .,O O O O O O B-geo O B-per O B-per I-per O O O O O O O
77,The Senate is expected to approve the nomination of Lt. General Raymond Odierno to replace Petraeus as the top U.S. commander in Iraq .,O B-org O O O O O O O B-per B-org I-org I-org O O B-per O O O B-geo O O B-geo O
78,"Analysts say the government could collapse in two or three years , when the time comes to remove tens of thousands settlers from their homes .",O O O O O O O B-tim I-tim I-tim O O O O O O O O O O O O O O O O
79,"A Defense Ministry official , Blabague Marboulaye , said Wednesday that the soldiers were demonstrating in front of a military hospital in the capital , N'Djamena .",O B-org I-org O O B-org I-org O O B-tim O O O O O O O O O O O O O O O B-geo O
80,Cuba says it has resumed diplomatic contact with eight European Union countries that have stopped inviting dissidents to official embassy events .,B-org O O O O O O O O B-org I-org O O O O O O O O O O O
81,The bill adopted Wednesday would rule out the prosecution of any political or militia group involved in the country 's wars .,O O O B-tim O O O O O O O O O O O O O O O O O O
82,"Authorities say militants of the Kurdistan Workers Party , armed with rocket launchers , attacked a local commando unit on patrol in Tunceli province in a pre-dawn raid on Sunday .",O O O O O B-org I-org I-org O O O O O O O O O O O O O O B-geo O O O O O O B-tim O
83,"On Friday , the president confirmed reports he is sending a team to Iraq to assess the country 's security situation .",O B-tim O O O O O O O O O O O B-geo O O O O O O O O
84,"In Asia , Tokyo 's Nikkei index advanced 2.7 percent ( 224 points ) to end at 8,462 .",O B-geo O B-geo O B-geo O O O O O O O O O O O O O
85,The World Health Organization says samples of the deadly H5N1 strain taken from two bird flu victims in Turkey show a slight genetic change in the virus - a sign it may be mutating into a human flu virus that could kill millions .,O B-org I-org I-org O O O O O O O O O O O O O O B-geo O O O O O O O O O O O O O O O O O O O O O O O O O
86,Former South African Deputy President Jacob Zuma has held a fundraising rally on the eve of the verdict in his high-profile rape trial .,O B-geo I-geo O B-per I-per I-per O O O O O O O O O O O O O O O O O
87,"Last week , President Chavez said the bloc is "" fatally wounded "" because Colombia and Peru finalized free trade agreements with the U.S. Advocates say the free trade deals open up markets and create more jobs .",O O O B-per I-per O O O O O O O O O B-geo O B-geo O O O O O O B-org I-org O O O O O O O O O O O O O
88,Nick Marinellis pleaded guilty Monday in the New South Wales District Court to 10 counts of fraud for taking part in a hoax called the Nigerian Scam .,B-per I-per O O B-tim O O B-org I-org I-org I-org I-org O O O O O O O O O O O O O B-gpe B-eve O
89,The U.N. Food and Agricultural Organization has warned that the bird flu that has hit Turkey may already have arrived in neighboring countries .,O B-org I-org I-org I-org I-org O O O O O O O O O B-org O O O O O O O O
90,Reuters news agency quotes an unidentified military policemen saying the four men were all gendarmes .,B-org O O O O O O O O O O O O O O O
91,Kenyan government spokesman Alfred Mutua says rescuers are no longer hearing any signs of life from under the wreckage .,B-gpe O O B-per I-per O O O O O O O O O O O O O O O
92,The officials spoke to reporters on condition of anonymity after they sat in on an informal meeting of defense ministers in the French city of Deauville .,O O O O O O O O O O O O O O O O O O O O O O B-gpe O O B-geo O
93,"Stan came ashore along Mexico 's Gulf Coast on Tuesday , knocking down trees and ripping the roofs off houses with winds of 130 kilometers per hour .",B-per O O O B-geo O B-geo I-geo O B-tim O O O O O O O O O O O O O O O O O O
94,Avril Lavigne and her husband have bought a home in the upscale Los Angeles neighborhood of Bel-Air .,B-per I-per O O O O O O O O O O B-geo I-geo O O O O
95,The Hague court is scheduled to complete all its activities by 2010 .,O B-org O O O O O O O O O B-tim O
96,"In a resolution after a meeting of foreign ministers and ambassadors that began Monday , the OAS also took note of Colombia 's apology for the incursion and its pledge to not carry out another raid .",O O O O O O O O O O O O O B-tim O O B-org O O O O B-geo O O O O O O O O O O O O O O O
97,"Last year , the African Union began sending peacekeepers to Darfur , where two years of fighting between rebels and government-backed militias have claimed an estimated 70,000 lives .",O O O O B-geo I-geo O O O O B-tim O O O O O O O O O O O O O O O O O O
98,U.S authorities turned him over to Spain in February of last year .,B-org O O O O O B-geo O B-tim I-tim O O O
99,"The protesters gathered in the city of Sapporo to demand the Group of Eight leaders take action on a number of issues , including soaring food prices .",O O O O O O O B-geo O O O B-org I-org I-org O O O O O O O O O O O O O O
100,Local officials say Pakistani security forces escorted a convoy of about 30 food trucks and oil tankers through the Khyber Pass Monday .,O O O B-gpe O O O O O O O O O O O O O O O B-org I-org B-tim O
101,"A military jet went down in January , killing 11 people .",O O O O O O B-tim O O O O O
102,"Meanwhile , New Yorkers commuted to work for the second day on foot , on bicycle , or crowded four-at-a-time into taxi cabs .",O O B-geo I-geo O O O O O O O O O O O O O O O O O O O O
103,The OAS and Suriname officials agreed to the monitors Friday in Washington .,B-org I-org O B-geo O O O O O B-tim O B-geo O
104,Authorities in Iraq say a brother of one of Iraq 's two vice presidents has been killed in an ambush in Baghdad .,O O B-geo O O O O O O B-geo O O B-per O O O O O O O O B-geo O
105,"They have defended their actions , saying they received very specific intelligence that they had to act on .",O O O O O O O O O O O O O O O O O O O
106,"The program airs in 40 countries worldwide , and every Idolwinner records through Sony BMG .",O O O O O O O O O O B-org O O B-org I-org O
107,The average retail price of gasoline in the United States remains at a record high of just over $ 1.08 a liter ( $ 4.11 a gallon ) .,O O O O O O O O B-geo I-geo O O O O O O O O O O O O O O O O O O O
108,"Israel has boycotted the Hamas-led government and ruled out peace talks unless the militant group renounces violence , recognizes Israel 's right to exist and accepts interim Israeli- Palestinian accords .",B-geo O O O O O O O O O O O O O O O O O O B-geo O O O O O O O O B-gpe O O
109,The figures on job losses are based on a government survey of tens of thousands of households .,O O O O O O O O O O O O O O O O O O
110,Nigerian police say armed men wearing camouflage uniforms have kidnapped a German oil industry worker in the country 's Niger Delta region .,B-gpe O O O O O O O O O O B-gpe O O O O O O O B-gpe B-org O O
111,"Meanwhile , the U.S. military in Afghanistan says Afghan and coalition troops killed five suspected Taleban insurgents Monday in northeastern Kunar province , where they launched a major offensive last week .",O O O B-geo O O B-geo O B-gpe O O O O O O B-org O B-tim O O B-geo O O O O O O O O O O O
112,"Iranian President Mohammad Khatami has marked the 26th anniversary of the Islamic revolution with a stern warning that any invaders will face what he calls a "" burning hell . """,B-gpe B-per I-per I-per O O O B-tim I-tim I-tim O B-tim O O O O O O O O O O O O O O O O O O O
113,The Vatican had pushed unsuccessfully for a reference to Europe 's Christian tradition in the constitution .,O O O O O O O O O B-geo O O O O O O O
114,One of those killed was a Philippine lawmaker .,O O O O O O B-org O O
115,"According to the World Bank , 300 million people in China - a number roughly equal to the population of the United States - live on less than a dollar a day .",O O O B-org I-org O O O O O B-geo O O O O O O O O O O B-geo I-geo O O O O O O O O B-tim O
116,Leaders of the dominant Shi'ite United Iraqi Alliance were the latest to announce that they will stay unified .,O O O O B-geo I-geo B-gpe O O O O O O O O O O O O
117,Mr. Pohamba has vowed to maintain many of the economic policies of Mr. Nujoma and advance a land redistribution program .,B-per I-per O O O O O O O O O O B-per I-per O O O O O O O
118,"Following its heyday as a global maritime power during the 15th and 16th centuries , Portugal lost much of its wealth and status with the destruction of Lisbon in a 1755 earthquake , occupation during the Napoleonic Wars , and the independence of its wealthiest colony of Brazil in 1822 .",O O O O O O O O O O B-tim I-tim I-tim O O B-per O O O O O O O O O O O B-geo O O B-tim I-tim O O O O B-org I-org O O O O O O O O O B-geo O B-tim O
119,"Clinton declined to say whether Washington will formally recognize Mr. Ahmadinejad 's re-election , and she would not say whether the post-election unrest has ended U.S. hopes of engaging Iran on its nuclear program and other issues .",B-per O O O O B-geo O O O B-per B-org I-org I-org O O O O O O O O O O O O B-geo O O O B-geo O O O O O O O O
120,The general 's wife and youngest son have been indicted as accomplices .,O O O O O O O O O O O O O
121,"Garment production is by far the most important industry with the employment of 17,500 mostly Chinese workers and sizable shipments to the US under duty and quota exemptions .",O O O O O O O O O O O O O O O B-gpe O O O O O O B-geo O O O O O O
122,Lebanon has asked foreign experts to help in the investigation of the killing of former Prime Minister Rafik Hariri .,B-geo O O O O O O O O O O O O O O B-per I-per I-per I-per O
123,"Khodorkovsky was convicted on May 31 on charges of embezzlement , fraud and tax evasion relating to his business activities in the 1990s .",B-per O O O B-tim I-tim O O O O O O O O O O O O O O O O B-tim O
124,"Separately , the Greens elected Agriculture Minister Renate Kuenast and former party co-leader Fritz Kuhn to lead their parliamentary faction .",O O O B-org O O O B-per I-per O O O O B-per I-per O O O O O O
125,"Meanwhile , a roadside bomb south of Baghdad killed two American security contractors Sunday .",O O O O O O O B-geo O O B-gpe O O B-tim O
126,"Rights groups criticize China for selling weapons to Sudan 's government which , they say , are used against rebels in Darfur .",O O O B-geo O O O O B-org O O O O O O O O O O O O B-tim O
127,"The representatives from Indonesia , Sri Lanka , Thailand and other nations in the region also will visit Japanese coastal communities to see how they respond to earthquake and tsunami warnings .",O O O B-geo O B-geo I-geo O B-geo O O O O O O O O O B-gpe O O O O O O O O O O O O O
128,Mr. Cummings says he believes the meeting was to assure black leaders that any missteps in getting relief to hurricane victims would be corrected .,B-per I-per O O O O O O O O O O O O O O O O O O O O O O O
129,"By comparison , for the first nine months , Xerox earned $ 492 million , or $ 4.55 a share , on revenue of $ 12.97 billion .",O O O O O B-tim I-tim O O B-org O O O O O O O O O O O O O O O O O O
130,The White House said Mr. Obama expressed deep regret at the loss life in the raid and said it was important to learn all the circumstances surrounding the event .,O B-org I-org O B-per I-per O O O O O O O O O O O O O O O O O O O O O O O O
131,"But , U.S. officials said they have no favored candidate , and that aid sent to Ukraine is only for promoting free elections and democracy .",O O B-geo O O O O O O O O O O O O O B-geo O O O O O O O O O
132,"It was the first gathering of the 29-member group since April 2008 , just before Moscow 's brief war with Georgia , a Western ally .",O O O O O O O O O O B-tim I-tim O O O B-geo O O O O B-geo O O B-org O O
133,"On Thursday , Mr. Obama named another ex-Clinton official , William Daley , as his new chief of staff , replacing Rahm Emmanuel .",O B-tim O B-per I-per O O O O O B-per I-per O O O O O O O O O B-per I-per O
134,"It said six children were among those killed , and that dozens of other civilians were wounded .",O O O O O O O O O O O O O O O O O O
135,"Norway 's Prime Minister Jens Stoltenberg and Nobel-Prize winning environmentalist Wangari Maathai on Tuesday placed the first seeds inside the vault , built in caverns 130 meters inside a frozen mountain .",B-gpe O O O B-per I-per O B-art O O B-per I-per O B-tim O O O O O O O O O O O O O O O O O O
136,The opposition contends that the June 12 election was fraudulent .,O O O O O B-tim I-tim O O O O
137,He said computer experts were on standby in case of sabotage by those who oppose stem cell research and cloning technology .,O O O O O O O O O O O O O O O O O O O O O O
138,"However , Japanese Foreign Minister Taro Aso told a parliamentary committee that a launch would be no surprise .",O O B-gpe O O B-per I-per O O O O O O O O O O O O
139,The defendants in the case denied sending money to Hamas and said the charges were politically motivated .,O O O O O O O O O B-org O O O O O O O O
140,"A short while after the attack , spokesmen for Hamas and al-Aqsa Martyrs Brigades vowed to retaliate .",O O O O O O O O O B-org O B-org I-org I-org O O O O
141,"Pakistan has officially raised the death toll from last month 's massive earthquake to 73,276 .",B-geo O O O O O O O O O O O O O O O
142,"On Wednesday , Israeli forces and Palestinian gunmen fought fierce battles across the Gaza Strip resulting in the deaths of 23 Palestinians , including three children .",O B-tim O B-gpe O O B-gpe O O O O O O B-geo I-geo O O O O O O B-gpe O O O O O
143,Media reports differed on whether the missiles were launched as a test or by mistake .,O O O O O O O O O O O O O O O O
144,Thus it came to pass that between them both he very soon found that he had not a hair left on his head .,O O O O O O O O O O O O O O O O O O O O O O O O
145,News reports say two additional attacks took place in Afghanistan Sunday resulting in more police and civilian deaths but details are still emerging about those incidents .,O O O O O O O O O B-geo B-tim O O O O O O O O O O O O O O O O
146,"Since then , the government has slaughtered more than 3,00,000 chickens .",O O O O O O O O O O O O
147,"A military spokesman , Major General Shaukat Sultan , said some 19 pro-Taleban militants were captured during the operation .",O O O O O B-per I-per I-per O O O O O O O O O O O O
148,A wave of ethnic clashes in June killed more than 350 people in the country 's south .,O O O O O O B-tim O O O O O O O O O O O
149,"Hours before the ruling , Israeli Defense Minister Shaul Mofaz and Palestinian Authority Interior Minister Nasser Youssef agreed to closely coordinate the pullout to prevent militants from taking over vacated areas .",O O O O O B-gpe O O B-per I-per O B-gpe O O O B-per I-per O O O O O O O O O O O O O O O
150,The Italian news agency ( ANSA ) says Italian military personnel stationed in the area helped evacuate the facility .,O B-gpe O O O B-org O O B-gpe O O O O O O O O O O O
151,"Meanwhile , the U.S. Congress is considering proposed laws that some say would help stabilize the price of oil .",O O O B-org I-org O O O O O O O O O O O O O O O
152,"In separate fighting near Baquba , insurgents stormed an Iraqi army checkpoint at daybreak , killing nine Iraqi soldiers .",O O O O B-geo O O O O B-gpe O O O O O O O B-gpe O O
153,Eritrea 's denial of fuel to the mission caused the UN to withdraw the mission and terminate its mandate 31 July 2008 .,B-geo O O O O O O O O O B-org O O O O O O O O B-tim I-tim I-tim O
154,"The 24-year-old Smith is charged with 13 counts of abuse during his time at Abu Ghraib prison , located just outside Baghdad .",O O B-per O O O O O O O O O O O B-art I-art O O O O O B-geo O
155,"A White House spokesman says Mr. Karzai told President Bush that his nation was ready to vote , and that the people of Afghanistan were enthusiastic about the polls .",O B-org I-org O O B-per I-per O B-per I-per O O O O O O O O O O O O O B-geo O O O O O O
156,Bandar Abdulaziz was found dead in a hotel room in February .,B-per I-per O O O O O O O O B-tim O
157,Mobutu 's regime was accused of massive fraud and looting of funds through government offices and state mining companies .,B-org O O O O O O O O O O O O O O O O O O O
158,Iraqi police say a suicide car bombing at a police training center in the southern city of Nasiriyah has killed at least one policeman and wounded more than 20 other people .,B-gpe O O O O O O O O O O O O O O O O B-geo O O O O O O O O O O O O O O
159,"On Friday , Saudi Arabia rejected a request by U.S. President George Bush for Riyadh to raise oil production in hopes of controlling soaring gas prices .",O B-tim O B-per I-per O O O O B-geo B-per I-per I-per O B-geo O O O O O O O O O O O O
160,It was the third Akash missile test in as many days .,O O O O O O O O O O O O
161,The push for a change of direction for the five-member alliance is coming from Venezuela 's leftist President Hugo Chavez .,O O O O O O O O O O O O O O B-geo O O B-per I-per I-per O
162,The plan includes tax cuts and at least $ 6.4 million in loans for the tourism sector to help with cash flow .,O O O O O O O O O O O O O O O O O O O O O O O
163,The Bangladeshi government has declared Saturday a national day of mourning .,O B-gpe O O O B-tim O O O O O O
164,"U.S. pharmaceutical giant , Merck , says a recent study showed a new experimental vaccine to be 100 percent effective for the short-term in blocking two viruses that can cause cervical cancer in women .",B-geo O O O B-per O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
165,Police registered a case Tuesday against Mr. Musharraf over his detention of judges during a political crisis in 2007 .,O O O O B-tim O B-per B-org O O O O O O O O O O B-tim O
166,A U.S. soldier at the center of the Abu Ghraib prison abuse scandal in Iraq is to plead guilty Monday to reduced charges .,O B-geo O O O O O O B-org I-org O O O O B-geo O O O O B-tim O O O O
167,Laboratory tests had shown the 42-year-old woman had the H5 flu virus .,B-org O O O O O O O O O O O O
168,"Earlier Wednesday , insurgents fired mortars near the shrine , killing seven people .",O B-tim O O O O O O O O O O O O
169,"Witness John Ketzer also worked at Abu Ghraib , and says the two had a contest to see if they could force the prisoners to soil themselves .",O B-per I-per O O O B-art I-art O O O O O O O O O O O O O O O O O O O O
170,"The benchmark price of crude oil rose as high as 26 cents , to $ 55.65 a barrel on the New York Mercantile Exchange .",O O O O O O O O O O O O O O O O O O O O B-org I-org I-org I-org O
171,"The United States , the European Union and Turkey classify the PKK as a terrorist group .",O B-geo I-geo O O B-org I-org I-org I-org O O B-org O O O O O
172,OPEC produces about 40 percent of the world 's oil and energy ministers from its 11 members are gathering to discuss oil supplies and prices .,B-geo O O O O O O O O O O O O O O O O O O O O O O O O O
173,"In addition to Havel , the authors of the letter include former Irish President Mary Robinson , retired South African Archbishop Desmond Tutu , and billionaire George Soros .",O O O B-per O O O O O O O O B-gpe B-per I-per I-per O O B-gpe I-gpe O B-per I-per O O O B-per I-per O
174,Those talks resumed Sunday with generals from each side meeting to discuss Israel 's conditions for handing over the cities .,O O O B-tim O O O O O O O O B-geo O O O O O O O O
175,Egyptian forces resealed the barrier February 3 .,B-gpe O O O O B-tim I-tim O
176,Prosecutors accuse the 70-year-old Madoff of operating a years-long massive pyramid scheme that illegally used money from new investors to pay previous ones .,O O O O O O O O B-tim O O O O O O O O O O O O O O O
